what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1535911445769
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1535911450050
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1535911453419
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1535911481687
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1535911482353
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1535911482575
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1535911482781
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1535911482970
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1535911483169
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1535911483368
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1535911483613
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1535911483943
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1535911484876
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1535911488531
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1535911496228
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1535911512368
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1535911516384
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535911529928
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535911531473
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535911550225
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535911551912
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535911551980
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535911553326
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1535911559194
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535911567175
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535911568861
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535911589454
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535911590969
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535913392857
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535913393852
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535913393856
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535913483865
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535913732298
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535913732556
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535914255661
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535914256877
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535914258473
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535914260238
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1535914262354
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1535914263146
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535914426683
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535914428169
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1535914465476
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1535914465978
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1535914466010
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1535914466040
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1535914466071
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1535914466315
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1535914466594
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1535914466803
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1535914467030
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1535914467241
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1535914467481
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1535914467806
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1535914468078
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1535914468577
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535914527697
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535914529154
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1535914540894
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1535914543569
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535914546439
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535914547819
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1535914551727
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1535914553968
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535914555713
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535914556937
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535914570152
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535914571651
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535914578333
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535914579838
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1535914607903
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1535914609513
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535914612232
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535914613423
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1535914619804
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1535914624470
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535914627044
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535914628254
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535914640812
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535914642755
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1535914658543
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1535914659180
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1535914659604
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1535914660004
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1535914660412
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1535914660802
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1535914661193
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1535914661660
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1535914663636
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1535914664426
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1535914665300
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1535914667147
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1535914669138
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1535914670008
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535914673568
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535914674825
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1535914683353
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1535914684039
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1535914684923
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535914709455
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535914710892
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1535914714974
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1535914717598
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1535914721991
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1535914724242
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535914725904
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535914727305
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535914739538
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535914740944
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535914746188
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535914747515
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1535914819883
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1535914823409
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535914829651
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535914831278
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1535914836880
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1535914843800
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1535914861570
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1535914864371
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535914865878
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535914867277
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1535914879322
